Quantity,UnitPrice,ItemsInCart,TotalPrice,OrderMonth,OrderDayOfWeek,IsWeekend,PricePerItem,CartFillRatio,CustomerOrderCount,HasCoupon,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_FREESHIP,CouponCode_NONE,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
4,576.52,5,2306.08,1,5,1,461.216,0.8,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,465.15,2,930.3,12,5,1,465.15,1.0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2,534.43,5,1068.86,5,3,0,213.772,0.4,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2,76.74,7,153.48,10,0,0,21.925714285714285,0.2857142857142857,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1,245.89,3,245.89,12,3,0,81.96333333333332,0.3333333333333333,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
3,256.46,4,769.38,2,3,0,192.345,0.75,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2,344.02,4,688.04,8,6,1,172.01,0.5,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3,611.45,4,1834.35,12,1,0,458.5875,0.75,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2,151.66,6,303.32,5,0,0,50.553333333333335,0.3333333333333333,1,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3,499.21,8,1497.63,12,3,0,187.20375,0.375,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,550.18,3,1100.36,4,0,0,366.78666666666663,0.6666666666666666,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,317.25,1,317.25,2,5,1,317.25,1.0,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4,550.14,4,2200.56,6,2,0,550.14,1.0,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2,209.94,3,419.88,7,2,0,139.96,0.6666666666666666,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2,80.77,4,161.54,8,5,1,40.385,0.5,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,30.44,1,30.44,10,5,1,30.44,1.0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
1,179.22,6,179.22,7,0,0,29.87,0.16666666666666666,1,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,388.33,2,388.33,12,0,0,194.165,0.5,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,586.44,5,586.44,9,6,1,117.28800000000001,0.2,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4,488.78,5,1955.12,5,5,1,391.024,0.8,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1,280.25,5,280.25,3,3,0,56.05,0.2,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
3,344.4,3,1033.2,6,1,0,344.40000000000003,1.0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3,479.21,5,1437.63,5,6,1,287.526,0.6,1,1,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
5,314.27,6,1571.35,1,6,1,261.89166666666665,0.8333333333333334,1,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
4,474.69,6,1898.76,1,6,1,316.46,0.6666666666666666,1,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
4,593.27,5,2373.08,9,2,0,474.616,0.8,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,417.1,3,417.1,8,2,0,139.03333333333333,0.3333333333333333,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
4,122.2,7,488.8,3,6,1,69.82857142857144,0.5714285714285714,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2,43.15,3,86.3,8,1,0,28.766666666666666,0.6666666666666666,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,564.86,6,564.86,2,6,1,94.14333333333333,0.16666666666666666,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3,130.61,4,391.83,6,2,0,97.9575,0.75,1,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
5,81.7,6,408.5,12,5,1,68.08333333333333,0.8333333333333334,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
5,127.18,9,635.9,11,4,0,70.65555555555555,0.5555555555555556,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
4,12.1,8,48.4,12,0,0,6.05,0.5,1,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3,490.92,5,1472.76,12,0,0,294.552,0.6,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3,478.65,4,1435.95,5,3,0,358.9875,0.75,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,629.21,2,629.21,5,4,0,314.605,0.5,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3,434.45,4,1303.35,6,1,0,325.8375,0.75,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4,589.44,5,2357.76,12,6,1,471.552,0.8,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4,433.45,4,1733.8,5,2,0,433.45,1.0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
5,90.87,5,454.35,6,5,1,90.87,1.0,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,398.17,5,1194.51,9,1,0,238.902,0.6,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
4,382.88,6,1531.52,3,6,1,255.25333333333333,0.6666666666666666,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,583.18,5,583.18,5,4,0,116.636,0.2,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4,175.36,4,701.44,8,1,0,175.36,1.0,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2,311.91,2,623.82,3,0,0,311.91,1.0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
3,589.56,6,1768.68,6,1,0,294.78000000000003,0.5,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2,394.3,6,788.6,6,3,0,131.43333333333334,0.3333333333333333,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
4,565.2,9,2260.8,1,4,0,251.20000000000002,0.4444444444444444,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4,540.41,6,2161.64,8,1,0,360.2733333333333,0.6666666666666666,1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2,165.49,4,330.98,8,0,0,82.745,0.5,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,146.73,8,440.19,9,0,0,55.02375,0.375,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
5,643.03,5,3215.15,6,2,0,643.03,1.0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
3,225.11,4,675.33,10,3,0,168.8325,0.75,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
3,114.81,7,344.43,6,3,0,49.20428571428572,0.42857142857142855,1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5,455.33,8,2276.65,2,1,0,284.58125,0.625,1,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
4,182.08,4,728.32,9,0,0,182.08,1.0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5,492.75,6,2463.75,3,2,0,410.625,0.8333333333333334,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4,48.61,7,194.44,6,0,0,27.777142857142856,0.5714285714285714,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
4,431.01,7,1724.04,1,5,1,246.29142857142855,0.5714285714285714,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,531.18,6,531.18,2,5,1,88.52999999999999,0.16666666666666666,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4,117.51,7,470.04,3,4,0,67.14857142857143,0.5714285714285714,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2,232.83,7,465.66,6,5,1,66.52285714285715,0.2857142857142857,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
5,619.52,9,3097.6,1,1,0,344.17777777777775,0.5555555555555556,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2,228.54,3,457.08,1,5,1,152.35999999999999,0.6666666666666666,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,201.58,2,201.58,4,5,1,100.79,0.5,1,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
3,664.79,6,1994.37,2,4,0,332.395,0.5,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,381.02,6,381.02,11,5,1,63.50333333333333,0.16666666666666666,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
2,70.34,3,140.68,3,2,0,46.89333333333334,0.6666666666666666,1,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4,218.43,9,873.72,1,5,1,97.08,0.4444444444444444,1,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1,582.04,1,582.04,7,1,0,582.04,1.0,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3,185.4,7,556.2,10,3,0,79.45714285714287,0.42857142857142855,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3,465.05,3,1395.15,9,4,0,465.05,1.0,1,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
5,670.75,8,3330.4075,3,0,0,416.3009375,0.625,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
5,48.38,9,241.9,12,5,1,26.87777777777778,0.5555555555555556,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
3,592.87,3,1778.61,9,6,1,592.87,1.0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1,220.77,5,220.77,4,6,1,44.154,0.2,1,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3,309.22,7,927.66,5,2,0,132.52285714285713,0.42857142857142855,1,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,410.6,2,410.6,1,6,1,205.3,0.5,1,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
5,190.08,9,950.4,1,2,0,105.6,0.5555555555555556,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
5,498.48,8,2492.4,1,0,0,311.55,0.625,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
5,374.99,9,1874.95,11,0,0,208.32777777777778,0.5555555555555556,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
4,291.35,6,1165.4,3,6,1,194.23333333333335,0.6666666666666666,1,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,535.5,5,535.5,3,2,0,107.1,0.2,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
5,502.71,7,2513.55,10,0,0,359.0785714285715,0.7142857142857143,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2,534.67,7,1069.34,6,2,0,152.76285714285714,0.2857142857142857,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
4,629.34,4,2517.36,4,1,0,629.34,1.0,1,1,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,410.78,1,410.78,11,3,0,410.78,1.0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2,533.02,2,1066.04,4,0,0,533.02,1.0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
3,278.04,5,834.12,7,3,0,166.824,0.6,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4,283.79,8,1135.16,7,6,1,141.895,0.5,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2,512.65,5,1025.3,11,2,0,205.06,0.4,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
4,275.5,8,1102.0,5,5,1,137.75,0.5,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
3,469.32,3,1407.96,8,3,0,469.32,1.0,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
4,21.07,4,84.28,2,4,0,21.07,1.0,1,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4,263.93,4,1055.72,10,4,0,263.93,1.0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
3,501.3,3,1503.9,1,2,0,501.3,1.0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,84.8,5,84.8,1,6,1,16.96,0.2,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4,450.75,6,1803.0,3,1,0,300.5,0.6666666666666666,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
4,302.05,6,1208.2,6,4,0,201.36666666666667,0.6666666666666666,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
2,199.7,4,399.4,6,0,0,99.85,0.5,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2,68.81,5,137.62,8,4,0,27.524,0.4,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,44.35,1,44.35,4,5,1,44.35,1.0,1,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2,250.98,5,501.96,11,1,0,100.392,0.4,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,298.06,3,298.06,12,3,0,99.35333333333334,0.3333333333333333,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,583.9,1,583.9,4,0,0,583.9,1.0,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3,528.14,3,1584.42,5,5,1,528.14,1.0,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3,684.14,3,2052.42,11,5,1,684.14,1.0,1,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
5,272.77,7,1363.85,9,2,0,194.83571428571426,0.7142857142857143,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
4,400.07,5,1600.28,6,3,0,320.056,0.8,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
5,219.78,8,1098.9,8,4,0,137.3625,0.625,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3,146.91,6,440.73,3,5,1,73.455,0.5,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
2,411.49,4,822.98,4,2,0,205.745,0.5,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2,465.18,2,930.36,5,1,0,465.18,1.0,1,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
2,319.91,3,639.82,12,6,1,213.27333333333334,0.6666666666666666,1,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,217.56,3,217.56,12,2,0,72.52,0.3333333333333333,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2,105.57,5,211.14,12,2,0,42.227999999999994,0.4,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
5,444.76,7,2223.8,12,4,0,317.6857142857143,0.7142857142857143,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
2,399.04,3,798.08,1,3,0,266.0266666666667,0.6666666666666666,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
